Mal_id,Title,Title English,Title Japanese,Type,Source,Episodes,Status,Airing,Aired From,Aired To,Score,Rank,Popularity,Members,Favorites,Synopsis,Studios,Genres,Themes
2044,Mahou no Tenshi Creamy Mami,Magical Angel Creamy Mami,魔法の天使 クリィミーマミ,TV,Original,52.0,Finished Airing,False,1983-07-01,1984-06-29,7.2,3379.0,5565,16144,159,"Creamy Mami is about a young girl, Yuu, who after seeing a spaceship is given the power to use magic for one year. She is also given 2 cats, Poji and Nega, to watch over and guide her. Using her magic powers to transform into the idol Creamy Mami, Yuu must work hard at acting, singing, helping her parents at their crepe shop, fighting aliens and bad guys, going to school, plus try to get the affections of her childhood friend Toshio.

(Source: ANN)",Pierrot,"Comedy, Fantasy, Romance, Sci-Fi","Idols (Female), Mahou Shoujo, School"
2045,Mahou no Tenshi Creamy Mami: Eien no Once More,,魔法の天使クリィミーマミ　永遠のワンスモア,OVA,Original,1.0,Finished Airing,False,1984-10-28,,6.33,8082.0,11510,2232,0,"The first 45 minutes is a recap of the original series and the remaining 40 minutes has a new story.

Two months after Creamy Mami's final concert, rumors began to spread that Mami was making a come back, and if that wasn't surprising enough, Tachibana starts a ""Project M"" and that seems to have something to do with Mami's come back. As word of Mami's concert reaches the public, Yuu doesn't believe it. Yuu, Megumi, Toshio, Midori, Kidokoro make a plan to get to the bottom of it.

(Source: ANN)",Pierrot,"Comedy, Fantasy, Romance","Idols (Female), Mahou Shoujo"
2046,Mahou no Tenshi Creamy Mami: Long Goodbye,,魔法の天使クリィミーマミ　ロング・グッドバイ,OVA,Original,1.0,Finished Airing,False,1985-06-15,,6.42,7597.0,11613,2166,1,"Shingo is planning the film ""A Story of Two Worlds"" starring Megumi. Yuu's transformation into Creamy Mami is happening without her wanting it. She is asked to star in the film too. But the magic doesn't last...",Pierrot,"Comedy, Fantasy, Romance","Idols (Female), Mahou Shoujo"
2047,Ningyo,Mermaid,人魚,Movie,Original,1.0,Finished Airing,False,1964-09-21,,6.27,8473.0,9209,4534,7,"In a fictional place where using the imagination is banned, a boy saves a fish, which surprises everyone by turning into a mermaid. The boy is arrested for imagining this ""nonsense"", and is robbed of his imagination as punishment. 

(Source: ANN)",Mushi Production,Fantasy,
2048,Kikou Ryouhei Mellowlink,Armor Hunter Mellowlink,機甲猟兵メロウリンク,OVA,Original,12.0,Finished Airing,False,1988-11-21,1989-04-28,7.15,3608.0,6347,11504,70,"As the sole survivor from a squad that was sacrificed and hung out as scapegoats for embezzlement of military resources at the end of the 100 years war, Mellowlink Arity is out for revenge.

Carrying the dogtags of his deceased comrades and armed with a dated AT rifle, he swears to hunt down and exact revenge on the corrupt officers that betrayed his squad, and maybe even uncover the truth behind the plot as well.",Sunrise,"Action, Sci-Fi","Mecha, Military"
2049,Kouryuu Densetsu Villgust,,甲竜伝説ヴィルガスト,OVA,Game,2.0,Finished Airing,False,1993-01-21,1993-03-22,6.01,9849.0,10733,2815,3,"Villgust is a peaceful world that exists parallel to ours. However, now an evil deity has been revived and has sent evil creatures to destroy many countries, which left darkness and terror to rule the world. The peoples' prayers and cries has reached out to the goddess Windina and in order to free the world from darkness she chose eight brave warriors to defeat the evil deity. Although blessed, these warriors are unaware at the path chosen for them, thus the two groups of Kui, Chris, Fanna, and Youta must meet up with Murobo, Remi, Ryuquir, and Bostov before they can follow the path chosen for them and defeat the evil deity. 

(Source: ANN)",animate Film,"Action, Adventure, Comedy, Fantasy, Romance",
2050,Honoo no Tenkousei,,炎の転校生,OVA,Manga,2.0,Finished Airing,False,1991-05-21,,6.58,6615.0,7401,7900,14,"Transfer student Takisawa Noboru quickly learns that all disputes at his new school are settled in the boxing ring. Now he finds himself in a series of showdowns with the local top dog, Ibuki Saburo, for the love and respect of the beautiful Yukari.

(Source: ANN)",Gainax,"Comedy, Sports","Combat Sports, Martial Arts, Parody, School"
2051,Akai Kiba: Blue Sonnet,Blue Sonnet,紅い牙 ブルー・ソネット,OVA,Manga,5.0,Finished Airing,False,1989-07-16,1990-06-25,5.9,10420.0,10011,3495,2,"Sonnet is a cyborg/esper from a harsh background and now trained to be the ultimate warrior and most powerful weapon in the world. She is sent to Japan to watch Komatsuzaki Lan, who is thought to be controlled by the rage of the esper Akai Kiba (Crimson Fang). Lan is a quiet girl who knows she's different from everybody else and starts to show signs of Crimson Fang after coming into contact with Sonnet. In the course of fighting with Lan, Sonnet starts to rediscover her humanity. At the same time Lan has to fight to retain her humanity and control the Crimson Fang.

(Source: ANN)",Mushi Production,"Action, Drama, Sci-Fi",Super Power
2052,Nozomi Witches,,のぞみ ウィッチィズ,OVA,Manga,3.0,Finished Airing,False,1992-08-05,1993-03-10,6.31,8188.0,11022,2580,1,"Ryoutaro Shiba and his family have just moved into a new housing neighborhood. He soon discovers he is lucky enough to be living next to a beautiful and bewitching girl named Nozomi Egawa. Nozomi is athletic, an actress, and surprisingly more than anything else, she wants Ryoutaro to become a boxer so that he can fulfil her dream. Ryoutaro isn't exactly sure what Nozomi's dream is, but he definitely does not want to become a boxer. Unfortunately for Ryoutaro, he finds himself being dragged to the high school boxing club because Nozomi has written a resume for him claiming that he is a boxing genius! It actually seems that Ryoutaro has a special gift for boxing that he has never known about before. Ryoutaro soon finds himself in the winners' circle. But for how long can he last, and can he really live up to Nozomi's expectations?

(Source: AnimeNfo)",Group TAC,"Romance, Sports",Combat Sports
2053,Capricorn,,カプリコン,OVA,Manga,1.0,Finished Airing,False,1991-04-05,,5.39,12436.0,9402,4241,2,"In the blink of an eye, high school student Taku Shimamura finds himself transported to the bizarre world of Slaffleaze, where intelligent creatures govern and the ruling class, led by the villainous Zolba, is plotting the invasion of the world they know as Capricorn, the Earth. Joining together with the oppressed Slaffleaze peasants, Taku must find a way to stop Zolba`s dark forces before the way to the unsuspecting Earth is opened. In order to do so, he must first gain the love and trust of the last of the Yappie, the ancestral guardians of Slaffeaze. This is a task that will take more than a little courage and daring, for the last Yappie is not just a cute young female, she`s also a dragon.

(Source: ANN)",Aubec,"Adventure, Comedy, Fantasy, Sci-Fi",Isekai
2054,Carol,,CAROL,OVA,Novel,1.0,Finished Airing,False,1990-03-21,,4.95,13241.0,11323,2361,2,"Carol is the tale of a teenage girl whose life seems normal enough until she notices music disappearing from all around her, such as the sound of Big Ben, her father`s cello-playing, and the concert of her favorite band, Gaball Screen. After hearing some mysterious voices, Carol is transported to a fantastic world where she must fight against the evil monsters who are stealing the music from Earth. She meets and is assisted by three dashing heroes: Clark, Tico, and Flash.

(Source: AniDB)","animate Film, Magic Bus",Fantasy,"Isekai, Reverse Harem"
2055,Coo: Tooi Umi kara Kita Coo,,Coo 遠い海から来たクー,Movie,Novel,1.0,Finished Airing,False,1993-12-19,,6.64,6269.0,10208,3288,5,"Obata Yousuke lives on Pagopago in the Fiji archipelago with his father Tetsuo, a specialist in oceanographic biology. After a storm strikes the island, Yousuke rides to the lagoon with his Jet Ski and finds a strange baby dinosaur there. He takes it to his father's laboratory and names it Coo.

Coo grows and seems to be a large marine reptile (a baby plesiosaur) which lived there some 65 million years ago. But Coo soon becomes an object of interest for the French secret service, assigned to protect the nuclear interests of France in that otherwise peaceful part of the world. 

(Source: AniDB)",Toei Animation,"Adventure, Drama, Mystery, Slice of Life",
2056,Cosmo Police Justy,,COSMO POLICE ジャスティ,OVA,Manga,1.0,Finished Airing,False,1985-07-20,,5.39,12439.0,10132,3367,3,"Since Justy Kaizard joined the Cosmo Police as a hunter, he has utilized his powerful psychic abilities to apprehend over two hundred criminal espers, including the notorious Magnamam Vega. Between his dangerous missions, Justy enjoys spending time with his two sisters—including the secretly adopted Astaris Vega, the daughter of the same infamous criminal Justy once killed. With the criminals of the galaxy upset at Justy's success, they begin to hatch a plan to rid the universe of him in order for their reign of terror to go unchecked.

[Written by MAL Rewrite]",Pierrot,"Action, Sci-Fi, Supernatural","Space, Super Power"
2057,Ojousama Sousamou,Debutante Detective Corps,お嬢様捜査網,OVA,Original,1.0,Finished Airing,False,1996-04-01,,4.87,13329.0,9543,4050,1,"Debutante Detective Corps begins with introductions to the five main characters, Miyuki, Reika, Youko, Nina, and Kimiko. It seems these five girls are incredibly rich and have been sent a threatening video tape by forces unknown. A police guard is set up at the school where the girls have enrolled. Kimiko, however, doesn't like the idea of being cooped up at school, and convinces the rest of the girls to trick the police into leaving. No sooner are the police gone, however, then the girls are assaulted by three armed terrorists. What ensues is a rather silly escapade with our heroines attempting to thwart their attackers. 

(Source: ANN)",Daume,"Action, Comedy, Mystery",Detective
2058,Delpower X Bakuhatsu Miracle Genki!,,デルパワーＸ爆発みらくる元気！,OVA,Original,1.0,Finished Airing,False,1986-12-21,,5.3,12666.0,11457,2269,1,"Manami is your typical schoolgirl, despite the odd machines her grandfather is always building. One day, though, an odd evil robot comes to attack Minami's school, and commits the ultimate offense of threatening her friends... and ruining her lunch. Now, she will stop at nothing to return order to the world in her grandpa's newest creation: the mecha Del Power X.",Big Bang,"Action, Comedy, Sci-Fi","Mecha, Parody, School"
2059,Mainichi ga Nichiyoubi,,毎日が日曜日,OVA,Manga,6.0,Finished Airing,False,1990-09-10,1992-10-25,6.21,8774.0,10846,2715,4,"Yumi Takeshita is a cheerful lady who recently joined the police force of the Tawagoto precinct. When she was still a middle school student, she was saved from being hit by a truck thanks to a stranger. Several years later, she meets her savior once again while performing her first arrest attempt. He is a magician named Tohru Ichidaiji and Yumi is charmed to finally meet him. As a police officer who is assigned to several odd tasks, she will keep asking for the help of the handy Tohru.

(Source: ANN)","Production I.G, Group TAC","Comedy, Romance",Detective
2060,Gall Force 1: Eternal Story,Gall Force 1: Eternal Story,ガルフォース,Movie,Original,1.0,Finished Airing,False,1986-07-28,,6.38,7809.0,7350,8090,16,"Two advanced civilizations, the Paranoids (a race of alien humanoids) and the Solenoids (who are all women) are waging a war that has gone on for centuries. When the Solenoid fleet leaves a battle to defend an experimentally terraformed world from the Paranoids, one damaged Solenoid ship, the Star Leaf, is separated from the fleet. 

Only seven women remain alive on the ship: Eluza, the captain, Rabby, the solid more or less main character, Lufy, the brash pilot, Catty, the mysterious science officer, Pony, the pink-haired ditzy tech, Patty, a solid crew member, and Remy, the cute one. 

After narrowly escaping the battle, the crew of the Star Leaf decides to continue with their orders and rendezvous at planet Chaos to defend it. It turns out, however, that their ship is the subject of a Paranoid experiment. In the end, it is up to the remaining crew Star Leaf to defend the artificial paradise of Chaos from the Paranoid fleet and the plans of the Solenoid leaders.

(Source: AniDB)","AIC, Artmic, animate Film","Action, Adventure, Sci-Fi","Mecha, Military, Space"
2061,Gall Force 2: Destruction,,ガルフォース2 ディストラクション,OVA,Original,1.0,Finished Airing,False,1987-11-21,,6.35,7980.0,9502,4108,3,"Lufy, discovered floating lifeless in space, is brought on board a Solnoid cruiser and given another chance at life. Once the hardened warrior, she is shown events that shake her faith (one's own death seems to have a way of changing one's philosophy) and lessening her power as a fighter just as that power is most needed! 

(Source: AniDB)","AIC, Artmic, animate Film","Action, Sci-Fi","Military, Space"
2062,Gall Force 3: Stardust War,,ガルフォース3 スターダスト・ウォー,OVA,Original,1.0,Finished Airing,False,1988-11-02,,6.32,8149.0,9708,3866,4,"The girls are saved ... by none other than Catty Nebulart herself! Now, the race is on as Catty struggles to complete her crowning achievement: a huge machine that will bring life to a lifeless world! 

(Source: AniDB)","AIC, Artmic, animate Film","Action, Sci-Fi","Military, Space"
2063,Rhea Gall Force,Rhea Gall Force,レア・ガルフォース,OVA,Original,1.0,Finished Airing,False,1989-03-21,,6.18,8958.0,9765,3792,2,"The Solnoid race is long dead, annihilated along with their enemies in the final battle at Sigma Narse. But their descendants survive on Earth, and have now inherited the sad destiny predicted so many years before. 

The year is 2085. 

The third world war between East and West has reduced the cities of Earth to mountains of rubble. The mechanical killing machines created by both sides now ruthlessly hunt down the remnants of humanity. Old hatreds between human factions prevent an effective resistance, and the only hope for survival rests in a desperate plan: evacuate the survivors to Mars Base. There they can rebuild and plan the liberation of the home world. 

Among them, one young woman carries the guilt of her father`s hand in the destruction of civilization. Unknown to her, she also carries the key to a possible salvation. As destiny draws new friends and allies to her, a new Gall Force is born to rise up against the coming destruction... 

(Source: AniDB)","AIC, Artmic, animate Film","Action, Sci-Fi","Mecha, Military"
2064,Gall Force: Chikyuu Shou,Gall Force: Earth Chapter,ガルフォース地球章,OVA,Original,3.0,Finished Airing,False,1989-12-25,1990-12-01,6.15,9089.0,9734,3833,2,"The year 2085 and the only winners of the last war were the machines. Years previously the human race discovered the ruins of an ancient ship beneath the moon's surface and used the knowledge gained to create weapons of war. Eventually these weapons turned against mankind, seeing them as a threat and deciding the only way to stop these war loving humans was to destroy them. Heavily influenced by the 1988 Terminator movie, this new series focuses upon Sandy Newman as she leads a band of warriors in an attempt to reclaim the earth from the machines. If they can reach a group of unlaunched nuclear missiles, they can take out the machine`s headquarters located in Australia. 

(Source: AniDB)",AIC,"Action, Sci-Fi","Mecha, Military"
2065,Gall Force: New Era,,ガルフォース新世紀編,OVA,Original,2.0,Finished Airing,False,1991-12-01,1992-01-26,5.67,11507.0,10449,3062,0,"The year is 2291, and the citizens live a peaceful existence after the catastrophic war between the humans and the Yuman. This quiet life is about to be shattered, the leader of the Yuman is not convinced the war is over, and now plans to renew hostilities! 

(Source: AniDB)",AIC,"Action, Sci-Fi","Mecha, Military, Space"
2066,Gall Force: The Revolution,,ガルフォース THE REVOLUTION,OVA,Original,4.0,Finished Airing,False,1996-10-02,1997-03-21,5.93,10283.0,10990,2602,2,"East Force meets West Force and all Hell breaks loose. The Solonoids, that lovable race of female warriors, are at it again, fighting amongst themselves. During a heated battle, however, it looks like the leaders of the two factions have hung their warriors out to dry. In the middle of all this fighting and chaos, East Force detects a transmission from an unidentified planet. The Gall Force gals leave their posts to go. Lufy, the West Force's Ace Pilot, who is after Rabby, follows them to the planet.

(Source: AnimeNfo)",AIC,"Action, Adventure, Sci-Fi","Mecha, Military, Space"
2067,Gekiganger 3: The Movie,Gekiganger 3,ゲキ・ガンガー３　熱血大決戦,OVA,Original,1.0,Finished Airing,False,1998-02-21,,6.45,7378.0,8817,5153,6,"Ken, Joe, and Akira, three high school students, must combine their three mecha into Gekiganger III to defeat the evil Prince Akara and Emperor Hyperion. The OVA is a compilation of the scenes from Nadesico, a new ""movie"", and is a parody of many mecha series from the 80s. 

(Source: ANN)",Xebec,"Action, Comedy, Sci-Fi","Mecha, Parody"
2068,Sousei Kishi Gaiarth,Genesis Survivor Gaiarth,創世機士ガイアース,OVA,Original,3.0,Finished Airing,False,1992-04-22,1993-04-28,6.19,8876.0,9496,4115,7,"Gaiarth - a world devastated by a cataclysmic war, where pockets of humanity struggle to survive amidst the wreckage of technologies made magical by ignorance. 

Gaiarth - a world where artificially intelligent machines doggedly pursue their programmed imperatives: to protect, or destroy, humanity. 

Gaiarth - a world in which an old and terrible evil has reawakened, threatening to once again bring forth Armageddon!

(Source: AniDB)","AIC, Studio Kyuuma, Big Bang","Action, Adventure, Fantasy, Sci-Fi",Mecha
2069,Onna Senshi Efe & Jira: Gude no Monshou,Gude Crest: The Emblem of Gude,女戦士エフェ&ジーラ グーデの紋章,Movie,Light novel,1.0,Finished Airing,False,1990-06-23,,5.53,11996.0,11245,2419,1,"Two partners Effera and Jiliora escape from a slave boat with the aid of their friend Orlin and a young boy named Kilian. When Kilian is killed in the escape Effera and Jiliora take it upon themselves to return Kilian's pendant to his two siblings who are being held captive by Baron Celdion, who is plotting to take over all of the neighboring countries.

(Source: ANN)",J.C.Staff,"Adventure, Fantasy",
2070,Guy: Youma Kakusei,Guy: Double Target,ガイ 妖魔覚醒,OVA,Unknown,2.0,Finished Airing,False,1988-12-06,1992-07-15,5.53,,10464,3048,3,"Guy is just one of those misunderstood, lovable fellows who just happens to be one of the nastiest soldiers of fortune you've ever seen... and his partner is worse! They could be, however, the only thing that can battle Dr. Vail and breathe afterwards!

(Source: AniDB)",AIC,"Action, Sci-Fi, Hentai",Space
2071,Hana yori Dango (Movie),Hana Yori Dango The Movie,花より男子,Movie,Manga,1.0,Finished Airing,False,1997-03-08,,6.32,8152.0,7180,8600,18,"Set in an alternative timeline to the TV series and manga, the movie features a classic Cinderella story told through the medium of 80's dance. Tsukushi Makino is a trainee dancer in a New York Performance group, struggling to become the star of the show with the help of Rui Hanazawa and Tsukasa Doumyouji.

(Source: ANN)",Toei Animation,"Drama, Romance",Performing Arts
2072,Idol Project,,アイドルプロジェクト,OVA,Visual novel,4.0,Finished Airing,False,1995-09-22,1997-10-24,5.71,11338.0,10397,3101,4,"Mimu Emilton is a cute fourteen-year-old who has come to the annual Starland Festival to become an idol, just like her role model, Yuri. It is the most celebrated event on a united Earth, and Yuri, now the President of Earth, has encouraged people to join the ranks of Excellent Idols. Unfortunately for Mimu, she can never seem to make it to her audition on time, as misadventure after misadventure lands her in situations (usually involving undergarment exposure, I might add) that she escapes with the help of the current Excellent Idols, whom she befriends. Just as she makes her place on the stage and begins her audition, though, an unknown group of aliens kidnaps her and the Excellent Idols. It is only the beginning of a wild interdimensional goose-chase that places Mimu in the position to save the world, if only she can believe in herself.

(Source: AnimeNfo)",Studio OX,"Adventure, Comedy, Sci-Fi, Ecchi","Idols (Female), Music"
2073,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,,変幻退魔夜行 カルラ舞う！ 仙台小芥子怨歌,OVA,Manga,6.0,Finished Airing,False,1990-09-14,1991-03-08,6.37,7886.0,12019,1914,3,"Shoko and Maiko Ougi are apparently two ordinary schoolgirls in pursuit of graduating and having fun. Shii-chan is the more serious while Mai-chan is more fun-loving. In reality, the two sisters are powerful exorcists from the Karura temple. Each wields half the power... Shii-chan can ""see"" the spirits, and Mai-chan can banish them. This is a spooky series with heavy emphasis on traditionally Japanese occult themes. 

(Source: AnimeNfo)",,Horror,
2074,Kerokero Chime,,ケロケロちゃいむ,TV,Manga,30.0,Finished Airing,False,1997-03-06,1997-09-25,6.47,7278.0,11881,1993,1,"Aoi, a regular boy, is cursed with a spell that turns him into a frog whenever he gets wet. He is sent to another world with a frog kingdom to find the princess to undo the spell. When he finds out that she doesn't know how to lift the curse, they set out to find the spell that will. Along the way they meet many interesting creatures, come across many dangers, and make many new friends. 

(Source: ANN)",Studio Comet,"Adventure, Comedy, Fantasy","Isekai, Parody"
2075,Kiko-chan Smile,,きこちゃんすまいる,TV,Manga,51.0,Finished Airing,False,1996-10-05,1997-09-27,6.41,7616.0,12123,1855,4,Kiko-chan's Smile is an anime and manga series about a kindergarten student who has many of the features of a child prodigy but at the same time has many bizarre habits and an odd personailty.,"Shaft, E&G Films, Magic Bus, Office AO, Takahashi Studio","Adventure, Comedy, Slice of Life",
2076,Kindaichi Shounen no Jikenbo,The File of Young Kindaichi,金田一少年の事件簿,TV,Manga,148.0,Finished Airing,False,1997-04-07,2000-09-11,7.94,744.0,4114,33149,265,"Hajime Kindaichi's unorganized appearance and lax nature may give the impression of an average high school student, but a book should never be judged by its cover. Hajime is the grandson of the man who was once Japan's greatest detective, and he is also a remarkable sleuth himself.

With the help of his best friend, Miyuki Nanase, and the peculiar inspector Isamu Kenmochi, Hajime travels to remote islands, ominous towns, abysmal seas, and other hostile environments. His life's mission is to uncover the truth behind some of the most cunning, grueling, and disturbing mysteries the world has ever faced.

[Written by MAL Rewrite]",Toei Animation,Mystery,
2077,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,,金田一少年の事件簿・オペラ座館・新たなる殺人,Movie,Light novel,1.0,Finished Airing,False,1996-12-14,,7.11,3862.0,9461,4159,8,"Invited for a anniversary celebration, Kindaichi, Miyuki and inspector Kenmochi re-visit the Opera House. There they discover that a play of ""The Phantom of the Opera"" is being rehearsed again. However, it doesn't take long when members of the acting troupe are killed by the ""Phantom"". Kindaichi will once again have to solve a murder series in the Opera House. 

(Source: ANN)",Toei Animation,Mystery,School
2078,Landlock,Landlock,ランドロック,OVA,Unknown,2.0,Finished Airing,False,1996-06-21,1996-09-27,5.44,12255.0,10316,3167,1,"The land of Zer’lue is in turmoil, ravaged by the technological might of Chairman Sana'ku and his evil, militaristic Zul’earth forces. In a rapidly unfolding story of treachery, deceit and betrayal, only one boy holds the power to defeat such overwhelming odds... a boy named Lue'der, who possesses a mysterious red eye and the ability to control the power of the wind itself. With the fate of the world at stake, Lue'der must learn to unlock his legendary power and battle against the evil which threatens to engulf his planet.

(Source: ANN)",Sanctuary,"Adventure, Fantasy, Sci-Fi",
2079,Majuu Senshi Luna Varga,,魔獣戦士ルナ・ヴァルガー,OVA,Light novel,4.0,Finished Airing,False,1991-03-20,1991-09-20,5.85,10673.0,10844,2721,2,"The Dunbas Empire tries to conquer the peaceful land of Rimbell. The three princesses are determined to resist the invaders, expecially the middle one, the tomboyish, sword-wielding Luna. After a magical escapade in the cellars of the castle, she finds herself embedded up to the hips in the head of a huge green reptile, the legendary Varga, and acting as its ""brain."" Even when in human form she has a reptilian tail. She has to fend off a very persistent giant invader and rescue her sister who has been kidnapped by a pterodactyl.

(Source: AniDB)","AIC, Studio Hakk","Adventure, Comedy, Fantasy, Ecchi",
2080,Majokko Club Yoningumi: A Kuukan kara no Alien X,Magical Girl Club Quartet: Alien X from A Zone,魔女っ子クラブ4人組 A空間からのエイリアンX,OVA,Original,1.0,Finished Airing,False,1987-07-28,,5.62,11694.0,11819,2033,1,"Yuu, Persia, Mai and Yumi are together in a science fiction-like adventure. An awful monster assault young and beautiful girls, leaving them transformed into ugly hags: only our four magical girls with their powers can fly to the space and fight for Earth 's sake, so Yuu transforms into Creamy Mami, Mai into Magical Emi, Persia into Fairy and little Yumi draws space suits for all of them. 

(Source: ANN)",Pierrot,"Action, Comedy, Sci-Fi","Mahou Shoujo, Parody"
2081,Makeruna! Makendou,,負けるな！魔剣道,OVA,Game,1.0,Finished Airing,False,1995-03-25,,5.5,12087.0,11511,2230,2,"Makenko used to be a normal boy—until he was kidnapped by the brain monster Dr. Mud and transformed into a cyborg capable of destroying both the monster and human worlds! On his quest for vengeance, he is inadvertently joined by Makendo, a fellow monster hunter who would prefer not to be, and her little sister Hikari who would like nothing better! Dastardly demons and wacky monsters abound as the trio fight the bad guys to kick some monster butt, and get Makenko's body back!",OLM,Comedy,
2082,Marriage: Kekkon,Marriage,Marriage ～結婚～,OVA,Visual novel,2.0,Finished Airing,False,1996-03-23,1996-06-21,5.35,12535.0,11414,2300,2,"The OVA anime release Marriage consists of two 30-minute pieces by Miki Kasamatsu on the topics of love and looking for that special someone. The first deals with a group of young women who, after being out of school for a few years, are beginning to think about settling down. However, there is one member of the group who has no prospects, and Shizuka's friends are worried that her shyness will keep Mr. Right from noticing her beauty and character. 

They persuade her to join a dating service called The Wedding Club, but when her first match seems to be quite a dud, Shizuka wonders if a trip down the isle just isn't in her future. The second episode is about five sisters, only one of whom isn't married. What's more, the cool Kiyomi seems to have no interest whatsoever in finding a husband. Her sisters have other ideas, though, and when a co-worker asks her out on a date, the women convince the suitor to propose marriage that very night.This is easier said than done, however, as Kiyomi's attitude can be quite intimidating. 

The young man may not end up following through with the plan, but even if he does there is no guarantee that the headstrong lady in question will say yes. 

(Source: All Movie Guide)",Sofix,"Romance, Slice of Life",
2083,Natsuki Crisis,,なつきクライシス,OVA,Manga,2.0,Finished Airing,False,1994-02-23,1994-04-21,6.19,8884.0,9580,4000,1,"Natsuki Kisumi has a passion for wrestling and easily establishes herself as the best wrestler in her high school's club with her innovative mix of different martial arts styles. So when Rina Takaoka transfers into her class from Joutou Academy, a school famous for its combat sports, Natsuki is thrilled to have another girl on her level to spar with. However, Rina harbors emotional baggage from her previous school, as well as a slew of former classmates out for revenge against her. If Natsuki is going to face these new challenges, she will have to develop a finishing move that can help her defeat even the toughest opponents.

[Written by MAL Rewrite]",Madhouse,Action,"Martial Arts, School"
2084,NG Knight Ramune & 40,,NG騎士ラムネ＆４０,TV,Original,38.0,Finished Airing,False,1990-04-06,1991-01-04,7.02,4316.0,9044,4763,23,"Lamune is an ordinary 4th grade boy who loves playing video games. He buys one from a peddler girl and helps her sell the rest. At home, he plays the game called ""King Sccasher"" &amp; beats it. The peddler girl then comes out of the TV screen and asks for his help, calling him ""The Blood Relative of the Chosen Hero Lamuness"". She is Princess Milk and takes him to Hara-Hara World where his role is to revive the Guardian Knights. To do this, he had to find an unlock the shrine which held Tama-Q, a robot who became Lamuness' Advisor Robot, and key to freeing the Guardian Knights. All of the Knights are free-thinking mechas except for King Sccasher which is piloted by Lamuness. Opposing Lamuness is Don Harumage and his minions Da Cider and Lesuka. 

(Source: ANN)",Ashi Productions,"Action, Adventure, Comedy, Fantasy","Isekai, Mecha"
2085,NG Knight Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,,NG騎士ラムネ&40EX ビクビクトライアングル愛の嵐大作戦,OVA,Original,3.0,Finished Airing,False,1991-07-21,1991-11-21,6.39,7747.0,12287,1743,2,"Lamune has returned to Earth with no memory of his adventures on Hara-Hara world and Doki-Doki space. The remains of Gobuhriki find their way to Earth, and awaken the spirit of Don Harumage. While Cocoa builds a fighting vehicle with stuff she finds around Tokyo, Milk and Leska set off to find Lamune and Da Cider to save the day before the new Gobuhriki is revived and destroys the Earth. 

(Source: ANN)",Ashi Productions,"Adventure, Comedy, Fantasy","Isekai, Mecha"
2086,NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,,NG騎士ラムネ&40DX ワクワク時空 炎の大捜査戦,OVA,Original,3.0,Finished Airing,False,1993-06-23,1993-09-22,6.45,7401.0,12271,1749,2,"Lamune and Da Cider head off to Puff-Puff Palace to rescue two beautiful barely clothed maidens, Gold Mountain and Silver Mountain- the Mountain Duo. This of course infuriates Milk and Leska, who with a rather confused and unwilling Cocoa ""transform"" into ""Seinaru Milky"", ""Seinaru Cacao"", and ""Seinaru Lemon"". The three then head after their would-be boyfriends to extract their revenge.

(Source: ANN)",Ashi Productions,"Adventure, Comedy, Fantasy",
2087,VS Knight Lamune & 40 Fire,,VS騎士ラムネ&40炎,TV,Original,26.0,Finished Airing,False,1996-04-03,1996-09-25,6.92,4720.0,9589,3994,13,"Baba Lamunade is followed home by two strange peddler girls who give him a CD-rom game. After he beats ""The Legend of Lamuness"", the girls come out of his computer and bring him to DokiDoki Space. He is the third descendant of the hero Lamuness who must stop Don Genosai from resurrecting the great evil Abraham. Accompanied by PQ, his advisor robot, and Parfait and Cacao, he must pilot the Kaizer Fire mecha. However, he needs another pilot, and Da Cider is chosen as the second pilot. 

(Source: ANN)",Ashi Productions,"Action, Comedy, Fantasy",Mecha
2088,Nora,,ノーラ,OVA,Manga,1.0,Finished Airing,False,1985-01-21,,4.32,13672.0,9839,3715,3,"Nora is on vacation in a ""Holiday Inn"" space station. When the artificial gravity fails, the whole space resort becomes chaotic but she helps solve the problem. 

(Source: ANN)",Filmlink International,"Adventure, Sci-Fi",Space
2089,Choujikuu Seiki Orguss,The Super Dimension Century Orguss,超時空世紀オーガス,TV,Original,35.0,Finished Airing,False,1983-07-03,1984-04-08,6.49,7152.0,7605,7383,15,"In the year 2062, the world's two superpowers are fighting a long and brutal war. In a desperate attempt to win, pilot Kei Katsuragi is given the mission to detonate a super weapon called the Space/Time Oscillation Bomb. The bomb explodes but the results are completely unexpected: a multitude of dimensions, times, and realities are unleashed into the world. Can Kei reverse the effects and bring life back to normal? 

(Source: ImaginAsian Entertainment)",Tokyo Movie Shinsha,"Action, Adventure, Romance, Sci-Fi",Mecha
